reviewid,best_new_music,author,genre,label,score
22264,0,jason heller,rock,triple b,8
22263,0,pat healy,rock,kanine,5.6
22265,0,saby reyes-kulkarni,electronic,lakeshore,8
22261,0,mehan jayasuriya,rap,self-released,6.4
22234,0,thea ballard,electronic,endless xclusive,8
22226,0,benjamin scheim,rock,secretly canadian,7.8
22262,0,vanessa okoth-obbo,,rca,6.2
22193,0,renato pagnani,pop/r&b,ovo sound,7.4
22193,0,renato pagnani,pop/r&b,warner bros.,7.4
22244,0,nathan reese,rock,mexican summer,7.9
22217,0,jenn pelly,rock,self-released,8.1
22232,0,jonah bromwich,rap,mello music group,6
22020,0,sheldon pearce,rap,ear drummer,7.6
22020,0,sheldon pearce,rap,interscope,7.6
22215,0,pat healy,rock,moshi moshi,7.4
22225,0,cameron cook,electronic,city slang,7
22225,0,cameron cook,electronic,greco-roman,7
22220,0,andy beta,,better days,8.3
22131,0,laura snapes,rock,too pure,9.2
22221,0,paul a. thompson,rap,self-released,7.7
22247,0,douglas wolk,rock,flying nun,8.2
22198,0,benjamin scheim,folk/country,dead oceans,6.5
22214,0,philip sherburne,electronic,a-ton,7.2
22185,0,stuart berman,rock,castle face,7.5
22207,0,matthew ramirez,electronic,carpark,6.8
22189,0,louis pattison,electronic,dfa,6
22240,0,matthew ramirez,rap,self-released,7
22150,0,evan rytlewski,rock,polyvinyl,6.3
22197,0,matthew schnipper,electronic,interscope,5.3
22213,0,stephen thomas erlewine,rock,legacy,7
22213,0,stephen thomas erlewine,rock,rca,7
22208,0,philip sherburne,electronic,die orakel,6.8
22202,0,kris ex,,mass appeal,6.1
22219,0,thea ballard,,intercoastal artists,7
22206,0,mehan jayasuriya,pop/r&b,astro nautico,6.5
22151,0,jazz monroe,electronic,joy void,7.8
22137,0,chris randle,,atlantic,4
22200,0,sam sodomsky,,famous class,7.8
22216,0,rebecca haithcoat,electronic,columbia,4.8
22209,0,nathan reese,electronic,ghostly international,6.7
22170,0,philip sherburne,electronic,ghostly international,6.5
22170,0,philip sherburne,pop/r&b,ghostly international,6.5
22139,0,laura snapes,rock,domino,6.8
22218,0,israel daramola,rap,self-released,8
22182,0,andy beta,electronic,music from memory,7.9
22203,0,seth colter walls,experimental,orange mountain,8.3
22044,0,jeff weiss,pop/r&b,epic,8.6
22186,1,ian cohen,rock,sub pop,8.8
22204,0,paul a. thompson,rap,cam & china,8
22188,0,seth colter walls,experimental,blue note,7.6
22188,0,seth colter walls,jazz,blue note,7.6
22205,0,andy o'connor,metal,bindrune,7
22205,0,andy o'connor,metal,nordvis,7
22191,0,kris ex,pop/r&b,epic,6.9
22191,0,kris ex,rap,epic,6.9
22199,0,kevin lozano,rap,1-800 dinosaur,6
22195,0,thea ballard,electronic,trunk,7.2
22148,0,benjamin scheim,electronic,erased tapes,8
22196,0,zoe camp,metal,epitaph,7.3
22196,0,zoe camp,rock,epitaph,7.3
22201,0,sheldon pearce,rap,self-released,6.9
22187,0,evan rytlewski,folk/country,gndwire,6.8
22179,0,ian cohen,rock,lauren,6.8
22149,0,benjamin scheim,rock,jagjaguwar,7.5
22152,0,marc masters,,l.a. club resource,7.5
22192,0,andy beta,electronic,esp institute,7.7
22165,0,sam sodomsky,,sacred bones,6.9
22163,0,jazz monroe,pop/r&b,little tokyo,7.9
22163,0,jazz monroe,pop/r&b,rca,7.9
22143,0,stacey anderson,electronic,dim mak,2.5
22183,0,philip sherburne,electronic,growing bin,8.2
22178,0,ian cohen,rock,polyvinyl,7.2
22168,0,stuart berman,rock,merge,7
22145,0,louis pattison,experimental,technicolour,8
22142,0,saby reyes-kulkarni,metal,nuclear blast,4
22184,0,seth colter walls,electronic,exit,8.3
22162,0,kevin lozano,experimental,thrill jockey,6.9
22107,0,jeremy gordon,rock,warner bros.,7.1
22159,0,carvell wallace,jazz,philips,10
22159,0,carvell wallace,pop/r&b,philips,10
22118,0,andy beta,,efficient space,8.2
22194,0,zoe camp,rock,topshelf,6.8
22133,0,saby reyes-kulkarni,metal,profound lore,6.4
22173,1,philip sherburne,global,mais um discos,8.4
22113,0,seth colter walls,experimental,ernest jenning,5.8
22113,0,seth colter walls,experimental,khannibalism,5.8
22190,0,jonah bromwich,electronic,hw&w,6.3
22190,0,jonah bromwich,electronic,ultra,6.3
22172,0,jay balfour,global,stones throw,6.8
22180,0,vanessa okoth-obbo,pop/r&b,self-released,7.8
22136,0,sheldon pearce,rap,def jam,7.7
22181,0,stephen m. deusner,folk/country,cn records,7.6
22130,0,grayson haver currin,electronic,physical editions,8
22177,0,matthew ramirez,rap,quality control,6.1
22147,0,jason heller,metal,sargent house,7.5
22147,0,jason heller,rock,sargent house,7.5
22175,0,kevin lozano,electronic,technicolour,7
22129,0,andy o'connor,metal,metal blade,7.8
22157,0,david drake,rap,atlantic,7
22128,0,ian cohen,,burger,5.2
22160,0,paul a. thompson,rap,300 entertainment,7.1
22098,0,grayson haver currin,metal,joyful noise,7.6
22098,0,grayson haver currin,rock,joyful noise,7.6
22167,0,kathy iandoli,rap,doggy style,5.8
22167,0,kathy iandoli,rap,entertainment one,5.8
22171,0,sheldon pearce,rap,coalmine,7.2
21886,0,marcus j. moore,pop/r&b,polydor,6.9
22154,0,seth colter walls,rock,american bushmen,8.2
22166,0,andy beta,,sound signature,7.4
22043,0,andrew nosnitsky,rap,tommy boy,9.1
22161,0,israel daramola,rap,slaughter gang,7
22123,0,raymond cummings,rock,sacred bones,7.5
22144,0,john s.w. macdonald,rock,partisan,7
22176,0,brendan mattox,pop/r&b,the leaf label,6.8
22119,0,andrew gaerig,electronic,luaka bop,7.3
22119,0,andrew gaerig,electronic,pluto,7.3
22121,0,matthew ramirez,rap,deep entertainment,7.2
22126,0,marcus k. dowling,,gqom oh!,7
22158,0,marc masters,electronic,sub rosa,7.4
22158,0,marc masters,experimental,sub rosa,7.4
22158,0,marc masters,rock,sub rosa,7.4
22156,1,kris ex,pop/r&b,closed sessions,8.4
22135,0,sheldon pearce,rap,interscope,7.7
22106,0,erin macleod,global,nu-roots,8
22140,0,brad nelson,rock,alcopop!,7.9
22140,0,brad nelson,rock,lame-o,7.9
22120,0,benjamin scheim,experimental,130701,8.2
22110,0,kevin lozano,pop/r&b,true panther,6.2
22138,0,abigail covington,rap,,6.5
22127,0,andy o'connor,metal,the flenser,8
22109,0,kevin lozano,jazz,innovative leisure,7.1
22117,0,nathan reese,electronic,last gang,6.5
22125,0,stuart berman,electronic,chunklet,8
22125,0,stuart berman,rock,chunklet,8
22155,0,thea ballard,experimental,fragile,6.9
22101,0,mehan jayasuriya,rap,columbia,6.9
22103,0,kevin lozano,experimental,break world,8.2
22116,0,ian cohen,rock,poison city,8
22124,0,philip sherburne,electronic,honest jon's,7.2
22087,0,andy beta,electronic,planet mu,7.4
21924,0,amanda petrusich,rock,warner bros.,9.2
22073,0,laura snapes,rock,hardly art,8.2
22141,0,kathy iandoli,rap,self-released,6.5
22062,0,andy beta,electronic,international feel,8
22108,0,benjamin scheim,,130701,7.5
22075,0,laura snapes,pop/r&b,polydor,7.7
22111,0,nate patrin,rock,light in the attic,6.8
22122,0,kevin lozano,experimental,ylylcyn,3.5
22105,0,nathan reese,electronic,!k7,7.5
22094,1,jonah bromwich,rap,interscope,8.3
22094,1,jonah bromwich,rap,top dawg,8.3
22090,0,jazz monroe,electronic,warp,6.8
22064,0,david glickman,,faux discx,6.9
22064,0,david glickman,,spunk,6.9
22064,0,david glickman,,wharf cat,6.9
22102,0,philip sherburne,experimental,temporary residence,7.8
22093,0,philip sherburne,experimental,self-released,8.1
22100,0,brian howe,electronic,feedelity,7.7
22095,0,quinn moreland,rock,dirtnap,7.3
22095,0,quinn moreland,rock,fortuna pop!,7.3
22114,0,andrew gaerig,electronic,brunette editions,6.9
22057,1,rebecca haithcoat,pop/r&b,columbia,8.4
22097,0,jazz monroe,experimental,true panther,7.6
22088,0,raymond cummings,experimental,dfa,7
22099,0,stuart berman,metal,rise,5.3
21895,1,jenn pelly,global,staubgold,8.5
21895,1,jenn pelly,rock,staubgold,8.5
22085,0,benjamin scheim,pop/r&b,play it again sam,7.8
22071,0,kathy iandoli,electronic,araabmuzik label group,6.1
22059,0,zoe camp,rock,in the red,7.4
22104,0,jay balfour,pop/r&b,ovo sound,6
22035,0,carvell wallace,pop/r&b,columbia,9.5
22035,0,carvell wallace,pop/r&b,ruffhouse,9.5
22060,0,laura snapes,pop/r&b,because music,7.2
22092,0,sam sodomsky,folk/country,third man,7.8
22016,0,allison hussey,folk/country,chaos kitchen,7.9
22026,0,philip sherburne,electronic,apron,7.1
22065,1,mark richardson,electronic,astralwerks,8.5
22065,1,mark richardson,electronic,emi,8.5
22065,1,mark richardson,electronic,modular,8.5
22065,1,mark richardson,electronic,xl,8.5
22091,0,kathy iandoli,electronic,glydezone,7.8
22086,0,kevin lozano,experimental,erased tapes,6.3
22086,0,kevin lozano,pop/r&b,erased tapes,6.3
22015,0,zoe camp,jazz,roadrunner,7.6
22015,0,zoe camp,metal,roadrunner,7.6
22072,0,philip sherburne,electronic,warp,8.2
22074,0,sam sodomsky,metal,relapse,8
22089,0,dean van nguyen,rap,entertainment one,6.3
22027,0,zoe camp,electronic,culvert music,5.1
22027,0,zoe camp,rock,culvert music,5.1
22080,0,stacey anderson,rock,viking wizard eyes,5.5
22083,0,jeremy gordon,pop/r&b,rca,3.5
21883,0,ian cohen,pop/r&b,buzz,6.8
22076,0,kevin lozano ,experimental,cinedelic,6.9
22067,0,cameron cook,rock,parlophone,7.6
22084,0,stuart berman,rock,mute,7.3
22069,0,quinn moreland,rock,don giovanni,7.5
22056,0,john s.w. macdonald,rock,melodic,7
22054,0,simon reynolds,rock,island,9.3
22079,0,matthew ramirez,rap,g.o.o.d. music,4.7
22081,0,evan rytlewski,rock,loves way,6.6
22063,0,ian cohen,rock,tiny engines,7.4
22082,0,benjamin scheim,experimental,leaving,7.6
22077,0,israel daramola,rap,free bandz,6.8
22078,0,mehan jayasuriya,electronic,break world,5
22066,0,ian cohen,,manifesto,6.4
22022,0,philip sherburne,experimental,room40,7.5
22052,1,marcus j. moore,pop/r&b,domino,8.8
22070,0,kevin lozano,,river tiber,7.8
22029,0,saby reyes-kulkarni,pop/r&b,transgressive,7.3
22021,0,jason heller,rock,dischord,7.4
22030,0,philip sherburne,experimental,editions mego,7.1
22013,0,benjamin scheim,experimental,polyvinyl,6.9
22013,0,benjamin scheim,rock,polyvinyl,6.9
21969,0,rohan samarth,folk/country,double double whammy,7.4
22001,0,pat healy,,don giovanni,4.9
22055,0,sam sodomsky,rock,columbia,8.5
22041,0,saby reyes-kulkarni,metal,debemur morti,7.4
22041,0,saby reyes-kulkarni,rock,debemur morti,7.4
22068,0,ian cohen,rock,cinematic,5.2
22042,0,andrew gaerig,electronic,trip,5.8
22039,1,marc masters,electronic,superior viaduct,9.1
21985,0,allison hussey,rock,republic,3.8
22018,0,ian cohen,electronic,phlex,5
22018,0,ian cohen,rock,phlex,5
22058,0,patrick st. michel,pop/r&b,cascine,7.4
21968,0,raymond cummings,,mint,7
22053,0,mark richardson,rock,reprise,10
22019,0,mehan jayasuriya,electronic,mass appeal,6.6
22014,0,t. cole rachel,electronic,island,8.5
22014,0,t. cole rachel,electronic,umg,8.5
22014,0,t. cole rachel,rock,island,8.5
22014,0,t. cole rachel,rock,umg,8.5
22038,0,seth colter walls,experimental,modern harmonic,7.5
22038,0,seth colter walls,jazz,modern harmonic,7.5
22007,0,marcus k. dowling,jazz,nonesuch,7.2
22050,1,brad nelson,rock,nervous nelly,8.5
22050,1,brad nelson,rock,total negativity,8.5
21719,0,jia tolentino,pop/r&b,rca,7.8
21719,0,jia tolentino,pop/r&b,sony,7.8
22012,0,saby reyes-kulkarni,,felte,7.9
22012,0,saby reyes-kulkarni,,telephone explosion,7.9
22032,0,seth colter walls,experimental,joyful noise,6.4
22049,0,rebecca haithcoat,electronic,island,6
22048,0,ian cohen,rock,merge,8
22017,0,laura snapes,electronic,twosyllable,7.8
22005,0,saby reyes-kulkarni,rock,sub pop,5.6
21970,1,jillian mapes,rock,dead oceans,8.5
22036,0,dean van nguyen,rap,self-released,5.9
21971,0,laura snapes,folk/country,tompkins square,7.5
21979,0,grayson haver currin,rock,magic bullet,7
21994,0,saby reyes-kulkarni,rock,young god,8.1
21988,0,sheldon pearce,rap,def jam,8
21984,0,andy beta,electronic,olsen,6.9
22000,0,israel daramola,pop/r&b,bystorm,6.5
22000,0,israel daramola,pop/r&b,rca,6.5
21992,0,zoe camp,rock,warner bros.,5.4
22010,0,kevin lozano,electronic,mixpak,5
22011,0,stephen m. deusner,rock,merge,6.7
22034,0,andy o'connor,,hospital productions,7.7
21951,0,benjamin scheim,electronic,kompakt,8
22037,0,jayson greene,rock,apple,9
22024,0,laura snapes,rock,anti-,8.2
21884,0,ian cohen,rock,fat possum,6.5
22046,0,matthew ramirez,rap,dollaz n dealz,7.2
21982,0,colin joyce,metal,nuclear blast,7.8
21973,0,sam sodomsky,rock,reprise,6.5
21726,0,laura snapes,rock,island,3
21726,0,laura snapes,rock,virgin emi,3
22033,0,jason heller,rock,superior viaduct,8.3
21991,0,piotr orlov,electronic,!k7,6.1
22004,1,brad nelson,rock,sony,8.8
22040,0,kathy iandoli,pop/r&b,island,6.3
22040,0,kathy iandoli,pop/r&b,safehouse,6.3
21974,0,evan rytlewski,electronic,gloriette,6.2
21974,0,evan rytlewski,rock,gloriette,6.2
22008,0,marc masters,experimental,superior viaduct,6.8
22008,0,marc masters,experimental,w.25th,6.8
22006,0,kevin lozano,rock,merge,7.2
21972,0,andy beta,electronic,smalltown supersound,6.9
22031,0,david drake,rap,empire,6.8
22031,0,david drake,rap,mozzy records,6.8
21945,0,benjamin scheim,rock,infinity cat,6.4
21995,0,ian cohen,rock,interscope,6
21965,0,katherine st. asaph,electronic,glassnote,5.7
21965,0,katherine st. asaph,rock,glassnote,5.7
21882,0,marc masters,experimental,thrill jockey,6.9
22002,0,seth colter walls,jazz,firehouse 12,7.7
21990,0,philip sherburne,electronic,aircheology,5.6
21990,0,philip sherburne,electronic,parlophone,5.6
21885,0,philip sherburne,experimental,proibito,8.1
21967,0,benjamin scheim,electronic,warp,6.5
21966,0,andy beta,electronic,gronland,8
21966,0,andy beta,experimental,gronland,8
21966,0,andy beta,global,gronland,8
21966,0,andy beta,rock,gronland,8
21889,0,andy o'connor,metal,thrill jockey,7.8
21964,0,barry walters,pop/r&b,emi,10
21980,1,patrick st. michel,electronic,lefse,8.8
21946,0,t. cole rachel,electronic,moshi moshi,7.1
21946,0,t. cole rachel,pop/r&b,moshi moshi,7.1
21946,0,t. cole rachel,rock,moshi moshi,7.1
21941,0,katherine st. asaph,electronic,polyvinyl,5.7
21941,0,katherine st. asaph,rock,polyvinyl,5.7
21931,0,evan rytlewski,rock,kanine,6.7
21953,0,zoe camp,rock,stunvolume,7
21987,0,quinn moreland,rock,carpark,7.2
21996,0,kevin lozano,electronic,m-plant,6.8
21999,0,jonathan bernstein,rock,ato,7.7
21998,0,matthew strauss,rap,roc nation,7.5
21978,0,mike powell,rock,concord,7.2
21961,0,jazz monroe,electronic,ingrid,5.7
21961,0,jazz monroe,rock,ingrid,5.7
21722,1,cameron cook,rock,future days,8.4
21952,0,cameron cook,rock,warner bros.,7.1
21997,0,sam sodomsky,,mojo,7.6
21872,0,ian cohen,rock,captured tracks,6
21954,0,laura snapes,rock,anti-,8
21986,0,jeremy gordon,rock,cult,6
21962,0,stuart berman,electronic,domino,6.2
21962,0,stuart berman,rock,domino,6.2
21938,0,philip sherburne,electronic,r&s,7.6
21654,0,evan minsker,metal,numero group,8.1
21871,1,matthew schnipper,rock,secretly canadian,8.3
21828,0,jillian mapes,rock,saddle creek,7.7
21959,0,saby reyes-kulkarni,metal,ipecac,5.5
21959,0,saby reyes-kulkarni,rock,ipecac,5.5
21977,0,benjamin scheim,rock,jagjaguwar,5.9
21981,0,dean van nguyen,rap,self-released,8
21904,1,kris ex,rap,ne'astra music group,8.5
21873,0,marc masters,folk/country,matador,8
21960,0,erin macleod,global,yep roc,8
21890,0,grayson haver currin,,relapse,7.6
21913,1,kris ex,rap,self-released,8.2
21932,0,katherine st. asaph,pop/r&b,epic,6.2
21942,0,miles raymer,pop/r&b,!k7,7.7
21937,0,benjamin scheim,,leaving,7.4
21921,0,stacey anderson,electronic,future classic,6.4
21921,0,stacey anderson,electronic,mom & pop,6.4
21921,0,stacey anderson,electronic,transgressive,6.4
21916,0,sam sodomsky,folk/country,merge,8
21976,0,rebecca haithcoat,rap,zef,5
21915,0,ian cohen,rock,creep,7.9
21944,0,sam sodomsky,rock,caldo verde,5.5
21723,0,ian cohen,electronic,innovative leisure,6.6
21958,0,patric fallon,electronic,hotflush,6
21975,0,jason heller,rock,goner,7.6
21957,0,sheldon pearce,rap,bread winners' association,7.4
21917,0,philip sherburne,rock,anti-,7.6
21943,0,evan rytlewski,rock,fat possum,6
21910,0,ian cohen,rock,pop wig,6.9
21956,0,allison hussey,folk/country,new west,7.1
21891,0,cameron cook,pop/r&b,sub pop,7.5
21718,0,ian cohen,rock,royal mountain,7.8
21718,0,ian cohen,rock,sideonedummy,7.8
21922,0,philip sherburne,pop/r&b,one little indian,7.9
21786,0,philip sherburne,electronic,hippie dance,7.4
21950,0,aaron leitko,electronic,warp,7
21821,0,seth colter walls,jazz,blue note,7.4
21821,0,seth colter walls,jazz,columbia,7.4
21821,0,seth colter walls,jazz,legacy,7.4
21947,0,renato pagnani,electronic,innovative leisure,7.7
21934,0,andy beta,experimental,soul jazz,7.5
21675,0,jillian mapes,rock,tiny engines,8
21940,0,matthew ramirez,rap,self-released,5.3
21933,0,jesse jarnow,folk/country,omnivore,7.9
21949,0,erin macleod,global,fpe,8.1
21948,0,ian cohen,rock,wolf parade productions,7
21955,0,pat healy,rock,manqu,7.4
21536,0,minna zhou,,now again,7.3
21936,0,kevin lozano,rock,tri angle,6
21892,0,quinn moreland,pop/r&b,republic,7.6
21874,0,kevin lozano,electronic,city slang,7.4
21584,0,jayson greene,experimental,superior viaduct,7.6
21880,0,ian cohen,rock,topshelf,6.5
21896,0,stephen thomas erlewine,rock,parlophone,8.8
21923,0,kevin lozano,pop/r&b,fade to mind,7.7
21929,0,evan rytlewski,rock,votiv,7
21914,0,andy beta,folk/country,paradise of bachelors,8
21939,0,winston cook-wilson,rock,columbia,6.4
21926,0,nathan reese,electronic,rough trade,8
21893,0,marc masters,experimental,foom,7.6
21868,0,stuart berman,rock,partisan,6.6
21920,0,philip sherburne,electronic,dial,7.5
21864,0,marcus j. moore,folk/country,sacred bones,7.6
21894,0,stuart berman,rock,cooking vinyl,5.1
21935,0,allison hussey,rock,canvasback / atlantic,7.9
21721,0,seth colter walls,jazz,ecm,7.8
21673,1,jeremy gordon,rock,matador,8.5
21928,0,sheldon pearce,rap,self-released,5.2
21898,0,mehan jayasuriya,rock,vice,6.9
21875,0,allison hussey,folk/country,rado,6.5
21875,0,allison hussey,rock,rado,6.5
21771,0,jesse jarnow,,4ad,8.1
21725,0,ian cohen,folk/country,mom & pop,7
21912,0,andy beta,electronic,mexican summer,7.3
21865,0,laura snapes,pop/r&b,wichita,6.5
21802,0,kevin lozano,pop/r&b,hyperdub,7.9
21676,0,brandon stosuy,rock,relapse,8
21887,0,pat healy,rock,merge,8.2
21919,0,cameron cook,electronic,dfa,6.7
21909,1,kris ex,rap,,9.1
21700,0,laura snapes,rock,kill rock stars,7.2
21911,0,benjamin scheim,electronic,brainfeeder,6.9
21869,0,zoe camp,rock,club ac30,6.9
21918,0,michael j. agovino,jazz,prestige,8.4
21677,0,ian cohen,rock,run for cover,7.7
21818,0,saby reyes-kulkarni,metal,roadrunner,8
21784,0,jason heller,rock,sub pop,6.8
21862,0,stuart berman,rock,daps,7.3
21901,0,ian cohen,rock,pax-am,9
21858,0,kevin lozano,rap,boy better know,7.8
21900,0,marcus j. moore,pop/r&b,virgin,7.6
21877,0,laura snapes,rock,stolen recordings,7.9
21899,0,jonah bromwich,pop/r&b,xl,8
21785,0,philip sherburne,electronic,warp,7.6
21724,0,stuart berman,rock,grand jury,7.2
21908,0,jay balfour,global,big crown,7.4
21879,0,zoe camp,experimental,harvest,8.1
21879,0,zoe camp,rap,harvest,8.1
21876,0,daniel martin-mccormick,electronic,columbia,4.9
21820,0,aaron leitko,electronic,editions mego,7.2
21859,0,allison hussey,rock,fat possum,6.8
21907,1,jayson greene,rock,xl,9.1
21888,0,jazz monroe,rock,mute,7.8
21678,0,marcus j. moore,jazz,blue note,6.7
21678,0,marcus j. moore,jazz,decca,6.7
21878,0,sam sodomsky,folk/country,lambent light,6.8
21906,1,kevin lozano,pop/r&b,universal,8.2
21861,0,laura snapes,folk/country,merge,7.5
21863,0,marcus j. moore,rap,stones throw,6.7
21852,0,mehan jayasuriya,rock,totally gross national product,7
21782,0,philip sherburne ,electronic,dead oceans,8.2
21783,0,philip sherburne,electronic,asthmatic kitty,7.8
21855,0,dean van nguyen,rap,fool's gold,6.6
21720,0,raymond cummings,rock,captured tracks,7.4
21817,0,seth colter walls,jazz,ecm,8.3
21701,0,andy beta,electronic,bureau b,8.5
21701,0,andy beta,experimental,bureau b,8.5
21701,0,andy beta,global,bureau b,8.5
21701,0,andy beta,rock,bureau b,8.5
21854,0,katherine st. asaph,,parlophone,5
21856,0,lindsay hood,rock,double feature,5
21905,0,sam sodomsky,rock,good cheer,6
21849,1,laura snapes,rock,domino,8.4
21860,0,jazz monroe,,cherry red,7.2
21645,0,sam sodomsky,metal,earache,8.2
21857,0,mehan jayasuriya,electronic,masters of bates,4.7
21857,0,mehan jayasuriya,pop/r&b,masters of bates,4.7
